Name,Term,Session,Subject,Catalog,Section,Descr,Tot Enrl,Grade,Count
"Dubin,Elliot Asher",1188,1,HMGT,3600,1,MGMT OF HR IN HOSP,47,B,28
"Dubin,Elliot Asher",1188,1,HMGT,3600,1,MGMT OF HR IN HOSP,47,C,11
"Dubin,Elliot Asher",1188,1,HMGT,3600,1,MGMT OF HR IN HOSP,47,D,3
"Dubin,Elliot Asher",1188,1,HMGT,3600,1,MGMT OF HR IN HOSP,47,F,1
"Dunstan,Adam Daron",1188,1,ANTH,3110,1,NORTH AMERICAN INDIANS,98,A,32
"Dunstan,Adam Daron",1188,1,ANTH,3110,1,NORTH AMERICAN INDIANS,98,B,35
"Dunstan,Adam Daron",1188,1,ANTH,3110,1,NORTH AMERICAN INDIANS,98,C,14
"Dunstan,Adam Daron",1188,1,ANTH,3110,1,NORTH AMERICAN INDIANS,98,D,9
"Dunstan,Adam Daron",1188,1,ANTH,3110,1,NORTH AMERICAN INDIANS,98,F,6
"Dunstan,Adam Daron",1188,1,ANTH,3110,1,NORTH AMERICAN INDIANS,98,I,2
"Dunstan,Adam Daron",1188,1,ANTH,4400,1,ENVIRO ANTHRO,25,A,8
"Dunstan,Adam Daron",1188,1,ANTH,4400,1,ENVIRO ANTHRO,25,B,10
"Dunstan,Adam Daron",1188,1,ANTH,4400,1,ENVIRO ANTHRO,25,C,3
"Dunstan,Adam Daron",1188,1,ANTH,4400,1,ENVIRO ANTHRO,25,D,1
"Dunstan,Adam Daron",1188,1,ANTH,4400,1,ENVIRO ANTHRO,25,I,1
"Dunstan,Adam Daron",1188,1,ANTH,4400,1,ENVIRO ANTHRO,25,P,1
"Dunstan,Adam Daron",1188,1,ANTH,4400,1,ENVIRO ANTHRO,25,W,1
"Dunstan,Adam Daron",1188,1,ANTH,5400,1,ENVIRO ANTHRO,5,A,4
"Dunstan,Adam Daron",1188,1,ANTH,5400,1,ENVIRO ANTHRO,5,I,1
"Durrett,Leta Lynne",1188,1,HMGT,4300,1,BEVERAGE SURVEY,80,A,58
"Durrett,Leta Lynne",1188,1,HMGT,4300,1,BEVERAGE SURVEY,80,B,13
"Durrett,Leta Lynne",1188,1,HMGT,4300,1,BEVERAGE SURVEY,80,C,2
"Durrett,Leta Lynne",1188,1,HMGT,4300,1,BEVERAGE SURVEY,80,D,1
"Durrett,Leta Lynne",1188,1,HMGT,4300,1,BEVERAGE SURVEY,80,F,3
"Durrett,Leta Lynne",1188,1,HMGT,4300,1,BEVERAGE SURVEY,80,I,1
"Durrett,Leta Lynne",1188,1,HMGT,4300,1,BEVERAGE SURVEY,80,P,1
"Durrett,Leta Lynne",1188,1,HMGT,4300,1,BEVERAGE SURVEY,80,W,1
"Durrett,Leta Lynne",1188,1,HMGT,4300,3,BEVERAGE SURVEY,80,A,63
"Durrett,Leta Lynne",1188,1,HMGT,4300,3,BEVERAGE SURVEY,80,B,10
"Durrett,Leta Lynne",1188,1,HMGT,4300,3,BEVERAGE SURVEY,80,C,6
"Durrett,Leta Lynne",1188,1,HMGT,4300,3,BEVERAGE SURVEY,80,F,1
"Durrett,Leta Lynne",1188,1,HMGT,4300,501,BEVERAGE SURVEY,13,A,12
"Durrett,Leta Lynne",1188,1,HMGT,4300,501,BEVERAGE SURVEY,13,B,1
"Durrett,Leta Lynne",1188,1,HMGT,4820,2,PROPERTIES MGMT,42,A,39
"Durrett,Leta Lynne",1188,1,HMGT,4820,2,PROPERTIES MGMT,42,B,3
"Enck,Suzanne Marie",1188,1,COMM,4140,1,GENDER AND COMM,27,A,10
"Enck,Suzanne Marie",1188,1,COMM,4140,1,GENDER AND COMM,27,B,11
"Enck,Suzanne Marie",1188,1,COMM,4140,1,GENDER AND COMM,27,C,3
"Enck,Suzanne Marie",1188,1,COMM,4140,1,GENDER AND COMM,27,D,3
"Enck,Suzanne Marie",1188,1,COMM,5445,1,FEMINIST CRITICISM,9,A,4
"Enck,Suzanne Marie",1188,1,COMM,5445,1,FEMINIST CRITICISM,9,B,3
"Enck,Suzanne Marie",1188,1,COMM,5445,1,FEMINIST CRITICISM,9,I,2
"Enterline,Andrew J",1188,1,PSCI,4830,1,AMER FOREIGN POL,34,A,23
"Enterline,Andrew J",1188,1,PSCI,4830,1,AMER FOREIGN POL,34,B,6
"Enterline,Andrew J",1188,1,PSCI,4830,1,AMER FOREIGN POL,34,C,1
"Enterline,Andrew J",1188,1,PSCI,4830,1,AMER FOREIGN POL,34,D,1
"Enterline,Andrew J",1188,1,PSCI,4830,1,AMER FOREIGN POL,34,F,3
"Enterline,Andrew J",1188,1,PSCI,5810,1,PROSEM INTERN REL,8,A,5
"Enterline,Andrew J",1188,1,PSCI,5810,1,PROSEM INTERN REL,8,I,2
"Enterline,Andrew J",1188,1,PSCI,5810,1,PROSEM INTERN REL,8,W,1
"Epley,Dayna Lauren",1188,1,ENGL,1310,3,COL WRIT I,25,A,14
"Epley,Dayna Lauren",1188,1,ENGL,1310,3,COL WRIT I,25,B,8
"Epley,Dayna Lauren",1188,1,ENGL,1310,3,COL WRIT I,25,F,3
"Epley,Dayna Lauren",1188,1,ENGL,1310,10,COL WRIT I,26,A,11
"Epley,Dayna Lauren",1188,1,ENGL,1310,10,COL WRIT I,26,B,8
"Epley,Dayna Lauren",1188,1,ENGL,1310,10,COL WRIT I,26,C,3
"Epley,Dayna Lauren",1188,1,ENGL,1310,10,COL WRIT I,26,D,3
"Epley,Dayna Lauren",1188,1,ENGL,1310,10,COL WRIT I,26,W,1
"Epley,Dayna Lauren",1188,1,ENGL,1310,11,COL WRIT I,25,A,8
"Epley,Dayna Lauren",1188,1,ENGL,1310,11,COL WRIT I,25,B,10
"Epley,Dayna Lauren",1188,1,ENGL,1310,11,COL WRIT I,25,C,2
"Epley,Dayna Lauren",1188,1,ENGL,1310,11,COL WRIT I,25,F,3
"Epley,Dayna Lauren",1188,1,ENGL,1310,11,COL WRIT I,25,W,2
"Esteve llorens,Ana",1188,1,ASTU,2350,503,SCULPTURE I,20,A,13
"Esteve llorens,Ana",1188,1,ASTU,2350,503,SCULPTURE I,20,B,4
"Esteve llorens,Ana",1188,1,ASTU,2350,503,SCULPTURE I,20,C,1
"Esteve llorens,Ana",1188,1,ASTU,2350,503,SCULPTURE I,20,D,1
"Esteve llorens,Ana",1188,1,ASTU,2350,503,SCULPTURE I,20,F,1
"Esteve llorens,Ana",1188,1,ASTU,3350,501,SCULPTURE II,12,A,7
"Esteve llorens,Ana",1188,1,ASTU,3350,501,SCULPTURE II,12,B,4
"Esteve llorens,Ana",1188,1,ASTU,3350,501,SCULPTURE II,12,C,1
"Esteve llorens,Ana",1188,1,ASTU,4350,501,ADV SCULPTURE STUDIO,12,A,2
"Esteve llorens,Ana",1188,1,ASTU,4350,501,ADV SCULPTURE STUDIO,12,B,8
"Esteve llorens,Ana",1188,1,ASTU,4350,501,ADV SCULPTURE STUDIO,12,F,1
"Esteve llorens,Ana",1188,1,ASTU,4350,501,ADV SCULPTURE STUDIO,12,W,1
"Eutsler,Jared Alan",1188,1,ACCT,4400,1,AUDIT-PROF RESP,32,A,9
"Eutsler,Jared Alan",1188,1,ACCT,4400,1,AUDIT-PROF RESP,32,B,15
"Eutsler,Jared Alan",1188,1,ACCT,4400,1,AUDIT-PROF RESP,32,C,6
"Eutsler,Jared Alan",1188,1,ACCT,4400,1,AUDIT-PROF RESP,32,D,2
"Eutsler,Jared Alan",1188,1,ACCT,4400,2,AUDIT-PROF RESP,40,A,17
"Eutsler,Jared Alan",1188,1,ACCT,4400,2,AUDIT-PROF RESP,40,B,18
"Eutsler,Jared Alan",1188,1,ACCT,4400,2,AUDIT-PROF RESP,40,C,4
"Eutsler,Jared Alan",1188,1,ACCT,4400,2,AUDIT-PROF RESP,40,D,1
"Eutsler,Jared Alan",1188,1,ACCT,4400,3,AUDIT-PROF RESP,31,A,6
"Eutsler,Jared Alan",1188,1,ACCT,4400,3,AUDIT-PROF RESP,31,B,16
"Eutsler,Jared Alan",1188,1,ACCT,4400,3,AUDIT-PROF RESP,31,C,7
"Eutsler,Jared Alan",1188,1,ACCT,4400,3,AUDIT-PROF RESP,31,W,2
"Evans,Yvette Renee",1188,1,ASLP,5060,770,PRACTM SLP & AUD,5,P,5
"Evans,Yvette Renee",1188,1,ASLP,5060,771,PRACTM SLP & AUD,5,P,5
"Evans,Yvette Renee",1188,1,ASLP,5060,772,PRACTM SLP & AUD,5,P,5
"Evans,Yvette Renee",1188,1,ASLP,5060,773,PRACTM SLP & AUD,5,P,5
"Evans,Yvette Renee",1188,1,ASLP,5060,774,PRACTM SLP & AUD,5,P,5
"Evans,Yvette Renee",1188,1,ASLP,5060,775,PRACTM SLP & AUD,5,P,5
"Evans,Yvette Renee",1188,1,ASLP,5060,776,PRACTM SLP & AUD,5,P,5
"Evans,Yvette Renee",1188,1,ASLP,5060,777,PRACTM SLP & AUD,6,P,6
"Fellows,Jacqueline",1188,1,JOUR,3323,1,BDCST / WEB NEWS WRITING,20,A,4
"Fellows,Jacqueline",1188,1,JOUR,3323,1,BDCST / WEB NEWS WRITING,20,B,12
"Fellows,Jacqueline",1188,1,JOUR,3323,1,BDCST / WEB NEWS WRITING,20,C,2
"Fellows,Jacqueline",1188,1,JOUR,3323,1,BDCST / WEB NEWS WRITING,20,F,1
"Fellows,Jacqueline",1188,1,JOUR,3323,1,BDCST / WEB NEWS WRITING,20,W,1
"Fellows,Jacqueline",1188,1,JOUR,3323,2,BDCST / WEB NEWS WRITING,19,A,3
"Fellows,Jacqueline",1188,1,JOUR,3323,2,BDCST / WEB NEWS WRITING,19,B,11
"Fellows,Jacqueline",1188,1,JOUR,3323,2,BDCST / WEB NEWS WRITING,19,C,1
"Fellows,Jacqueline",1188,1,JOUR,3323,2,BDCST / WEB NEWS WRITING,19,F,1
"Fellows,Jacqueline",1188,1,JOUR,3323,2,BDCST / WEB NEWS WRITING,19,W,3
"Fellows,Jacqueline",1188,1,JOUR,4323,1,ADV BDCST / WB NEWS WRIT,13,A,1
"Fellows,Jacqueline",1188,1,JOUR,4323,1,ADV BDCST / WB NEWS WRIT,13,B,11
"Fellows,Jacqueline",1188,1,JOUR,4323,1,ADV BDCST / WB NEWS WRIT,13,C,1
"Fellows,Jacqueline",1188,1,JOUR,4323,2,ADV BDCST / WB NEWS WRIT,9,A,1
"Fellows,Jacqueline",1188,1,JOUR,4323,2,ADV BDCST / WB NEWS WRIT,9,B,7
"Fellows,Jacqueline",1188,1,JOUR,4323,2,ADV BDCST / WB NEWS WRIT,9,C,1
"Fincher,Jennie Ann",1188,1,PSYC,6820,701,PRACTICUM,7,A,7
"Foster,Marc Joseph",1188,1,MATH,1680,140,ELEM PROB & STAT,113,A,39
"Foster,Marc Joseph",1188,1,MATH,1680,140,ELEM PROB & STAT,113,B,29
"Foster,Marc Joseph",1188,1,MATH,1680,140,ELEM PROB & STAT,113,C,18
"Foster,Marc Joseph",1188,1,MATH,1680,140,ELEM PROB & STAT,113,D,7
"Foster,Marc Joseph",1188,1,MATH,1680,140,ELEM PROB & STAT,113,F,17
"Foster,Marc Joseph",1188,1,MATH,1680,140,ELEM PROB & STAT,113,W,3
"Foster,Marc Joseph",1188,1,MATH,1680,141,ELEM PROB & STAT,38,,38
"Foster,Marc Joseph",1188,1,MATH,1680,142,ELEM PROB & STAT,38,,38
"Foster,Marc Joseph",1188,1,MATH,1680,143,ELEM PROB & STAT,37,,37
"Frosch,Cynthia Ann",1188,1,HDFS,2033,1,PARENTING DIVERSE,80,A,35
"Frosch,Cynthia Ann",1188,1,HDFS,2033,1,PARENTING DIVERSE,80,B,21
"Frosch,Cynthia Ann",1188,1,HDFS,2033,1,PARENTING DIVERSE,80,C,15
"Frosch,Cynthia Ann",1188,1,HDFS,2033,1,PARENTING DIVERSE,80,D,3
"Frosch,Cynthia Ann",1188,1,HDFS,2033,1,PARENTING DIVERSE,80,F,5
"Frosch,Cynthia Ann",1188,1,HDFS,2033,1,PARENTING DIVERSE,80,W,1
"Fry,Matthew Joseph",1188,1,GEOG,1710,4,EARTH SCIENCE,91,A,19
"Fry,Matthew Joseph",1188,1,GEOG,1710,4,EARTH SCIENCE,91,B,27
"Fry,Matthew Joseph",1188,1,GEOG,1710,4,EARTH SCIENCE,91,C,30
"Fry,Matthew Joseph",1188,1,GEOG,1710,4,EARTH SCIENCE,91,D,4
"Fry,Matthew Joseph",1188,1,GEOG,1710,4,EARTH SCIENCE,91,F,9
"Fry,Matthew Joseph",1188,1,GEOG,1710,4,EARTH SCIENCE,91,W,2
"Fry,Matthew Joseph",1188,1,GEOG,1710,5,EARTH SCIENCE,61,A,7
"Fry,Matthew Joseph",1188,1,GEOG,1710,5,EARTH SCIENCE,61,B,28
"Fry,Matthew Joseph",1188,1,GEOG,1710,5,EARTH SCIENCE,61,C,15
"Fry,Matthew Joseph",1188,1,GEOG,1710,5,EARTH SCIENCE,61,D,3
"Fry,Matthew Joseph",1188,1,GEOG,1710,5,EARTH SCIENCE,61,F,6
"Fry,Matthew Joseph",1188,1,GEOG,1710,5,EARTH SCIENCE,61,W,2
"Garcia Jacinto,Noe",1188,1,MUAS,1527,704,GUITAR,7,A,48
"Garcia Jacinto,Noe",1188,1,MUAS,1527,704,GUITAR,7,W,8
"Ghioto,Gary Norman",1188,1,JOUR,3321,801,NEWS REPORT / WRIT / EDIT,19,A,7
"Ghioto,Gary Norman",1188,1,JOUR,3321,801,NEWS REPORT / WRIT / EDIT,19,B,9
"Ghioto,Gary Norman",1188,1,JOUR,3321,801,NEWS REPORT / WRIT / EDIT,19,F,1
"Ghioto,Gary Norman",1188,1,JOUR,3321,801,NEWS REPORT / WRIT / EDIT,19,W,2
"Ghioto,Gary Norman",1188,1,JOUR,3321,804,NEWS REPORT / WRIT / EDIT,20,A,11
"Ghioto,Gary Norman",1188,1,JOUR,3321,804,NEWS REPORT / WRIT / EDIT,20,B,4
"Ghioto,Gary Norman",1188,1,JOUR,3321,804,NEWS REPORT / WRIT / EDIT,20,C,1
"Ghioto,Gary Norman",1188,1,JOUR,3321,804,NEWS REPORT / WRIT / EDIT,20,D,2
"Ghioto,Gary Norman",1188,1,JOUR,3321,804,NEWS REPORT / WRIT / EDIT,20,F,1
"Ghioto,Gary Norman",1188,1,JOUR,3321,804,NEWS REPORT / WRIT / EDIT,20,W,1
"Ghioto,Gary Norman",1188,1,JOUR,4800,712,PROFESSIONAL INTERNSHIP,10,A,10
"Ghioto,Gary Norman",1188,1,JOUR,4999,2,NEWS CAPSTONE,20,A,8
"Ghioto,Gary Norman",1188,1,JOUR,4999,2,NEWS CAPSTONE,20,B,4
"Ghioto,Gary Norman",1188,1,JOUR,4999,2,NEWS CAPSTONE,20,C,7
"Ghioto,Gary Norman",1188,1,JOUR,4999,2,NEWS CAPSTONE,20,F,1
"Giuntini,Parme Kay",1188,1,ART,1300,20,ART APPREC NON-MAJORS,637,A,245
"Giuntini,Parme Kay",1188,1,ART,1300,20,ART APPREC NON-MAJORS,637,B,133
"Giuntini,Parme Kay",1188,1,ART,1300,20,ART APPREC NON-MAJORS,637,C,99
"Giuntini,Parme Kay",1188,1,ART,1300,20,ART APPREC NON-MAJORS,637,D,38
"Giuntini,Parme Kay",1188,1,ART,1300,20,ART APPREC NON-MAJORS,637,F,85
"Giuntini,Parme Kay",1188,1,ART,1300,20,ART APPREC NON-MAJORS,637,I,1
"Giuntini,Parme Kay",1188,1,ART,1300,20,ART APPREC NON-MAJORS,637,W,36
"Giuntini,Parme Kay",1188,1,ART,2350,20,ART HIST SURV I,44,A,3
"Giuntini,Parme Kay",1188,1,ART,2350,20,ART HIST SURV I,44,B,16
"Giuntini,Parme Kay",1188,1,ART,2350,20,ART HIST SURV I,44,C,15
"Giuntini,Parme Kay",1188,1,ART,2350,20,ART HIST SURV I,44,D,4
"Giuntini,Parme Kay",1188,1,ART,2350,20,ART HIST SURV I,44,F,2
"Giuntini,Parme Kay",1188,1,ART,2350,20,ART HIST SURV I,44,W,4
"Gordon,Cynthia Kay",1188,1,COMM,2020,3,INTERPERSONAL COMM,118,A,38
"Gordon,Cynthia Kay",1188,1,COMM,2020,3,INTERPERSONAL COMM,118,B,30
"Gordon,Cynthia Kay",1188,1,COMM,2020,3,INTERPERSONAL COMM,118,C,24
"Gordon,Cynthia Kay",1188,1,COMM,2020,3,INTERPERSONAL COMM,118,D,6
"Gordon,Cynthia Kay",1188,1,COMM,2020,3,INTERPERSONAL COMM,118,F,11
"Gordon,Cynthia Kay",1188,1,COMM,2020,3,INTERPERSONAL COMM,118,W,9
"Goudy,Leah Suzanne",1188,1,KINE,3550,2,MOVEMENT SKILLS,72,A,62
"Goudy,Leah Suzanne",1188,1,KINE,3550,2,MOVEMENT SKILLS,72,B,8
"Goudy,Leah Suzanne",1188,1,KINE,3550,2,MOVEMENT SKILLS,72,C,1
"Goudy,Leah Suzanne",1188,1,KINE,3550,2,MOVEMENT SKILLS,72,W,1
"Goudy,Leah Suzanne",1188,1,KINE,3550,3,MOVEMENT SKILLS,35,A,29
"Goudy,Leah Suzanne",1188,1,KINE,3550,3,MOVEMENT SKILLS,35,B,4
"Goudy,Leah Suzanne",1188,1,KINE,3550,3,MOVEMENT SKILLS,35,C,1
"Goudy,Leah Suzanne",1188,1,KINE,3550,3,MOVEMENT SKILLS,35,I,1
"Goven III,Arthur J",1188,1,BIOL,4091,1,PARASITOLOGY,166,A,76
"Goven III,Arthur J",1188,1,BIOL,4091,1,PARASITOLOGY,166,B,60
"Goven III,Arthur J",1188,1,BIOL,4091,1,PARASITOLOGY,166,C,23
"Goven III,Arthur J",1188,1,BIOL,4091,1,PARASITOLOGY,166,D,3
"Goven III,Arthur J",1188,1,BIOL,4091,1,PARASITOLOGY,166,F,3
"Goven III,Arthur J",1188,1,BIOL,4091,1,PARASITOLOGY,166,I,1
"Grimaldo Jr,Jose A",1188,1,LSCM,3960,3,LOGISTICS SPLY CHN MGMT,48,A,18
"Grimaldo Jr,Jose A",1188,1,LSCM,3960,3,LOGISTICS SPLY CHN MGMT,48,B,17
"Grimaldo Jr,Jose A",1188,1,LSCM,3960,3,LOGISTICS SPLY CHN MGMT,48,C,7
"Grimaldo Jr,Jose A",1188,1,LSCM,3960,3,LOGISTICS SPLY CHN MGMT,48,D,3
"Grimaldo Jr,Jose A",1188,1,LSCM,3960,3,LOGISTICS SPLY CHN MGMT,48,F,3
"Grimaldo Jr,Jose A",1188,1,LSCM,3960,70,LOGISTICS SPLY CHN MGMT,21,A,1
"Grimaldo Jr,Jose A",1188,1,LSCM,3960,70,LOGISTICS SPLY CHN MGMT,21,B,4
"Grimaldo Jr,Jose A",1188,1,LSCM,3960,70,LOGISTICS SPLY CHN MGMT,21,C,8
"Grimaldo Jr,Jose A",1188,1,LSCM,3960,70,LOGISTICS SPLY CHN MGMT,21,D,4
"Grimaldo Jr,Jose A",1188,1,LSCM,3960,70,LOGISTICS SPLY CHN MGMT,21,F,3
"Grimaldo Jr,Jose A",1188,1,LSCM,3960,70,LOGISTICS SPLY CHN MGMT,21,W,1
"Gutierrez,Consuelo",1188,1,AEAH,4614,21,ART AND BUSINESS,20,A,4
"Gutierrez,Consuelo",1188,1,AEAH,4614,21,ART AND BUSINESS,20,B,5
"Gutierrez,Consuelo",1188,1,AEAH,4614,21,ART AND BUSINESS,20,C,7
"Gutierrez,Consuelo",1188,1,AEAH,4614,21,ART AND BUSINESS,20,F,3
"Gutierrez,Consuelo",1188,1,AEAH,4614,21,ART AND BUSINESS,20,W,1
"Hassanmirzaei,Foad",1188,1,DSCI,3870,1,MGT SCIENCE I,47,A,35
"Hassanmirzaei,Foad",1188,1,DSCI,3870,1,MGT SCIENCE I,47,B,10
"Hassanmirzaei,Foad",1188,1,DSCI,3870,1,MGT SCIENCE I,47,C,1
"Hassanmirzaei,Foad",1188,1,DSCI,3870,1,MGT SCIENCE I,47,F,1
"Hassanmirzaei,Foad",1188,1,DSCI,3870,2,MGT SCIENCE I,76,A,44
"Hassanmirzaei,Foad",1188,1,DSCI,3870,2,MGT SCIENCE I,76,B,17
"Hassanmirzaei,Foad",1188,1,DSCI,3870,2,MGT SCIENCE I,76,C,11
"Hassanmirzaei,Foad",1188,1,DSCI,3870,2,MGT SCIENCE I,76,D,2
"Hassanmirzaei,Foad",1188,1,DSCI,3870,2,MGT SCIENCE I,76,F,1
"Hassanmirzaei,Foad",1188,1,DSCI,3870,2,MGT SCIENCE I,76,W,1
"Hawamdeh,Suliman M",1188,1,INFO,6000,1,SEMINAR:INFO SCI,17,A,17
"Helbing,Stockton T",1188,1,MUAC,1521,705,PERCUSSION,6,A,78
"Helbing,Stockton T",1188,1,MUAC,3521,705,PERCUSSION,10,A,189
"Helbing,Stockton T",1188,1,MUAC,3521,705,PERCUSSION,10,I,21
"Herchen,Julia Lynn",1188,1,MGMT,3860,70,HUMAN RES MGMT,41,A,12
"Herchen,Julia Lynn",1188,1,MGMT,3860,70,HUMAN RES MGMT,41,B,19
"Herchen,Julia Lynn",1188,1,MGMT,3860,70,HUMAN RES MGMT,41,C,7
"Herchen,Julia Lynn",1188,1,MGMT,3860,70,HUMAN RES MGMT,41,D,1
"Herchen,Julia Lynn",1188,1,MGMT,3860,70,HUMAN RES MGMT,41,F,2
"Herchen,Julia Lynn",1188,1,MGMT,3880,70,BUS ETHICS & RESP,40,A,13
"Herchen,Julia Lynn",1188,1,MGMT,3880,70,BUS ETHICS & RESP,40,B,20
"Herchen,Julia Lynn",1188,1,MGMT,3880,70,BUS ETHICS & RESP,40,C,4
"Herchen,Julia Lynn",1188,1,MGMT,3880,70,BUS ETHICS & RESP,40,F,2
"Herchen,Julia Lynn",1188,1,MGMT,3880,70,BUS ETHICS & RESP,40,W,1
"Hill,David Wilfred",1188,1,KINE,3080,1,PHYSIO BASES EXER,44,A,11
"Hill,David Wilfred",1188,1,KINE,3080,1,PHYSIO BASES EXER,44,B,6
"Hill,David Wilfred",1188,1,KINE,3080,1,PHYSIO BASES EXER,44,C,13
"Hill,David Wilfred",1188,1,KINE,3080,1,PHYSIO BASES EXER,44,D,3
"Hill,David Wilfred",1188,1,KINE,3080,1,PHYSIO BASES EXER,44,F,8
"Hill,David Wilfred",1188,1,KINE,3080,1,PHYSIO BASES EXER,44,W,3
"Hill,David Wilfred",1188,1,KINE,3080,2,PHYSIO BASES EXER,70,A,20
"Hill,David Wilfred",1188,1,KINE,3080,2,PHYSIO BASES EXER,70,B,9
"Hill,David Wilfred",1188,1,KINE,3080,2,PHYSIO BASES EXER,70,C,24
"Hill,David Wilfred",1188,1,KINE,3080,2,PHYSIO BASES EXER,70,D,2
"Hill,David Wilfred",1188,1,KINE,3080,2,PHYSIO BASES EXER,70,F,12
"Hill,David Wilfred",1188,1,KINE,3080,2,PHYSIO BASES EXER,70,I,1
"Hill,David Wilfred",1188,1,KINE,3080,2,PHYSIO BASES EXER,70,W,2
"Hill,David Wilfred",1188,1,KINE,5301,1,PHYSIOLOGY OF EXER,28,A,17
"Hill,David Wilfred",1188,1,KINE,5301,1,PHYSIOLOGY OF EXER,28,B,5
"Hill,David Wilfred",1188,1,KINE,5301,1,PHYSIOLOGY OF EXER,28,C,4
"Hill,David Wilfred",1188,1,KINE,5301,1,PHYSIOLOGY OF EXER,28,D,2
"Hines,Krista Marie",1188,1,MATH,1350,1,MATH FOR EL ED I,36,A,13
"Hines,Krista Marie",1188,1,MATH,1350,1,MATH FOR EL ED I,36,B,11
"Hines,Krista Marie",1188,1,MATH,1350,1,MATH FOR EL ED I,36,C,7
"Hines,Krista Marie",1188,1,MATH,1350,1,MATH FOR EL ED I,36,D,1
"Hines,Krista Marie",1188,1,MATH,1350,1,MATH FOR EL ED I,36,F,2
"Hines,Krista Marie",1188,1,MATH,1350,1,MATH FOR EL ED I,36,W,2
"Hines,Krista Marie",1188,1,MATH,1350,3,MATH FOR EL ED I,21,A,7
"Hines,Krista Marie",1188,1,MATH,1350,3,MATH FOR EL ED I,21,B,4
"Hines,Krista Marie",1188,1,MATH,1350,3,MATH FOR EL ED I,21,C,6
"Hines,Krista Marie",1188,1,MATH,1350,3,MATH FOR EL ED I,21,F,2
"Hines,Krista Marie",1188,1,MATH,1350,3,MATH FOR EL ED I,21,W,2
"Hines,Krista Marie",1188,1,MATH,1351,1,MATH FOR EL ED II,34,A,6
"Hines,Krista Marie",1188,1,MATH,1351,1,MATH FOR EL ED II,34,B,13
"Hines,Krista Marie",1188,1,MATH,1351,1,MATH FOR EL ED II,34,C,8
"Hines,Krista Marie",1188,1,MATH,1351,1,MATH FOR EL ED II,34,D,3
"Hines,Krista Marie",1188,1,MATH,1351,1,MATH FOR EL ED II,34,F,4
"Hines,Krista Marie",1188,1,MATH,1351,3,MATH FOR EL ED II,36,A,14
"Hines,Krista Marie",1188,1,MATH,1351,3,MATH FOR EL ED II,36,B,12
"Hines,Krista Marie",1188,1,MATH,1351,3,MATH FOR EL ED II,36,C,4
"Hines,Krista Marie",1188,1,MATH,1351,3,MATH FOR EL ED II,36,D,1
"Hines,Krista Marie",1188,1,MATH,1351,3,MATH FOR EL ED II,36,F,3
"Hines,Krista Marie",1188,1,MATH,1351,3,MATH FOR EL ED II,36,W,2
"Hines,Krista Marie",1188,1,MATH,1580,520,SURVEY MATH APPL,64,A,2
"Hines,Krista Marie",1188,1,MATH,1580,520,SURVEY MATH APPL,64,B,13
"Hines,Krista Marie",1188,1,MATH,1580,520,SURVEY MATH APPL,64,C,23
"Hines,Krista Marie",1188,1,MATH,1580,520,SURVEY MATH APPL,64,D,8
"Hines,Krista Marie",1188,1,MATH,1580,520,SURVEY MATH APPL,64,F,17
"Hines,Krista Marie",1188,1,MATH,1580,520,SURVEY MATH APPL,64,W,1
"Hines,Krista Marie",1188,1,UGMT,1300,521,DEV MATH TUTORIALS C,28,P,26
"Hines,Krista Marie",1188,1,UGMT,1300,521,DEV MATH TUTORIALS C,28,NP,2
"Hines,Krista Marie",1188,1,UGMT,1300,522,DEV MATH TUTORIALS C,19,P,15
"Hines,Krista Marie",1188,1,UGMT,1300,522,DEV MATH TUTORIALS C,19,W,1
"Hines,Krista Marie",1188,1,UGMT,1300,522,DEV MATH TUTORIALS C,19,NP,3
"Hines,Krista Marie",1188,1,UGMT,1300,523,DEV MATH TUTORIALS C,17,P,14
"Hines,Krista Marie",1188,1,UGMT,1300,523,DEV MATH TUTORIALS C,17,NP,3
"Hughes,Heather Lee",1188,1,EDSP,5530,30,IND DIAG AS I PRC,7,A,3
"Hughes,Heather Lee",1188,1,EDSP,5530,30,IND DIAG AS I PRC,7,B,4
"Jenkins,Sharon Rae",1188,1,PSYC,3630,2,INTRO PSY MEAS,36,A,16
"Jenkins,Sharon Rae",1188,1,PSYC,3630,2,INTRO PSY MEAS,36,B,12
"Jenkins,Sharon Rae",1188,1,PSYC,3630,2,INTRO PSY MEAS,36,C,2
"Jenkins,Sharon Rae",1188,1,PSYC,3630,2,INTRO PSY MEAS,36,D,1
"Jenkins,Sharon Rae",1188,1,PSYC,3630,2,INTRO PSY MEAS,36,F,1
"Jenkins,Sharon Rae",1188,1,PSYC,3630,2,INTRO PSY MEAS,36,W,4
"Jenkins,Sharon Rae",1188,1,PSYC,4030,1,MULTICULTURAL PSYC,71,A,40
"Jenkins,Sharon Rae",1188,1,PSYC,4030,1,MULTICULTURAL PSYC,71,B,15
"Jenkins,Sharon Rae",1188,1,PSYC,4030,1,MULTICULTURAL PSYC,71,C,7
"Jenkins,Sharon Rae",1188,1,PSYC,4030,1,MULTICULTURAL PSYC,71,D,1
"Jenkins,Sharon Rae",1188,1,PSYC,4030,1,MULTICULTURAL PSYC,71,F,5
"Jenkins,Sharon Rae",1188,1,PSYC,4030,1,MULTICULTURAL PSYC,71,W,3
