Term,Session,Subject,Catalog,Section,Descr,Name,Tot Enrl,Grade,Count ID,Actual Count
2017 Fall,1,ADES,1510,501,TYPOGRAPHY I,"Landry,Jude Matthew",21,D,3,1
2017 Fall,1,ADES,1510,502,TYPOGRAPHY I,"Dorff,Karen Norby",23,A,15,5
2017 Fall,1,ADES,1510,502,TYPOGRAPHY I,"Dorff,Karen Norby",23,B,33,11
2017 Fall,1,ADES,1510,502,TYPOGRAPHY I,"Dorff,Karen Norby",23,C,18,6
2017 Fall,1,ADES,1510,502,TYPOGRAPHY I,"Dorff,Karen Norby",23,D,3,1
2017 Fall,1,ADES,1510,503,TYPOGRAPHY I,"Wolske,David Michael",21,A,27,9
2017 Fall,1,ADES,1510,503,TYPOGRAPHY I,"Wolske,David Michael",21,B,33,11
2017 Fall,1,ADES,1510,503,TYPOGRAPHY I,"Wolske,David Michael",21,C,3,1
2017 Fall,1,ADES,1550,002,INTRO TO FASH DES,"Bravo,Karen",60,A,135,45
2017 Fall,1,ADES,1550,002,INTRO TO FASH DES,"Bravo,Karen",60,B,27,9
2017 Fall,1,ADES,1550,002,INTRO TO FASH DES,"Bravo,Karen",60,C,6,2
2017 Fall,1,ADES,1550,002,INTRO TO FASH DES,"Bravo,Karen",60,D,6,2
2017 Fall,1,ADES,1550,002,INTRO TO FASH DES,"Bravo,Karen",60,F,3,1
2017 Fall,1,ADES,1550,002,INTRO TO FASH DES,"Bravo,Karen",60,W,3,1
2017 Fall,1,ADES,1560,501,FASH INTR IND SEW,"Otto,Alisa",13,A,6,2
2017 Fall,1,ADES,1560,501,FASH INTR IND SEW,"Otto,Alisa",13,B,12,4
2017 Fall,1,ADES,1560,501,FASH INTR IND SEW,"Otto,Alisa",13,C,12,4
2017 Fall,1,ADES,1560,501,FASH INTR IND SEW,"Otto,Alisa",13,F,6,2
2017 Fall,1,ADES,1560,501,FASH INTR IND SEW,"Otto,Alisa",13,W,3,1
2017 Fall,1,ADES,1560,502,FASH INTR IND SEW,"Otto,Alisa",15,A,21,7
2017 Fall,1,ADES,1560,502,FASH INTR IND SEW,"Otto,Alisa",15,B,9,3
2017 Fall,1,ADES,1560,502,FASH INTR IND SEW,"Otto,Alisa",15,C,9,3
2017 Fall,1,ADES,1560,502,FASH INTR IND SEW,"Otto,Alisa",15,W,6,2
2017 Fall,1,ADES,1560,503,FASH INTR IND SEW,"Otto,Alisa",17,A,15,5
2017 Fall,1,ADES,1560,503,FASH INTR IND SEW,"Otto,Alisa",17,B,12,4
2017 Fall,1,ADES,1560,503,FASH INTR IND SEW,"Otto,Alisa",17,C,12,4
2017 Fall,1,ADES,1560,503,FASH INTR IND SEW,"Otto,Alisa",17,W,12,4
2017 Fall,1,ADES,2515,501,IMAGE AND COLOR,"May,Douglas",21,A,18,6
2017 Fall,1,ADES,2515,501,IMAGE AND COLOR,"May,Douglas",21,B,39,13
2017 Fall,1,ADES,2515,501,IMAGE AND COLOR,"May,Douglas",21,C,3,1
2017 Fall,1,ADES,2515,501,IMAGE AND COLOR,"May,Douglas",21,F,3,1
2017 Fall,1,ADES,2515,502,IMAGE AND COLOR,"Landry,Jude Matthew",21,A,12,4
2017 Fall,1,ADES,2515,502,IMAGE AND COLOR,"Landry,Jude Matthew",21,B,42,14
2017 Fall,1,ADES,2515,502,IMAGE AND COLOR,"Landry,Jude Matthew",21,C,6,2
2017 Fall,1,ADES,2515,502,IMAGE AND COLOR,"Landry,Jude Matthew",21,F,3,1
2017 Fall,1,ADES,2515,503,IMAGE AND COLOR,"Dorff,Karen Norby",21,A,9,3
2017 Fall,1,ADES,2515,503,IMAGE AND COLOR,"Dorff,Karen Norby",21,B,33,11
2017 Fall,1,ADES,2515,503,IMAGE AND COLOR,"Dorff,Karen Norby",21,C,12,4
2017 Fall,1,ADES,2515,503,IMAGE AND COLOR,"Dorff,Karen Norby",21,D,6,2
2017 Fall,1,ADES,2515,503,IMAGE AND COLOR,"Dorff,Karen Norby",21,I,3,1
2017 Fall,1,ADES,2550,501,FASHION: PATTERN I,"Otto,Alisa",13,A,6,2
2017 Fall,1,ADES,2550,501,FASHION: PATTERN I,"Otto,Alisa",13,B,15,5
2017 Fall,1,ADES,2550,501,FASHION: PATTERN I,"Otto,Alisa",13,C,6,2
2017 Fall,1,ADES,2550,501,FASHION: PATTERN I,"Otto,Alisa",13,D,3,1
2017 Fall,1,ADES,2550,501,FASHION: PATTERN I,"Otto,Alisa",13,F,3,1
2017 Fall,1,ADES,2550,501,FASHION: PATTERN I,"Otto,Alisa",13,W,6,2
2017 Fall,1,ADES,2550,502,FASHION: PATTERN I,"Vu,Nga",17,A,15,5
2017 Fall,1,ADES,2550,502,FASHION: PATTERN I,"Vu,Nga",17,B,12,4
2017 Fall,1,ADES,2550,502,FASHION: PATTERN I,"Vu,Nga",17,C,12,4
2017 Fall,1,ADES,2550,502,FASHION: PATTERN I,"Vu,Nga",17,W,9,3
2017 Fall,1,ADES,2550,502,FASHION: PATTERN I,"Vu,Nga",17,WF,3,1
2017 Fall,1,ADES,2550,503,FASHION: PATTERN I,"Vu,Nga",15,A,12,4
2017 Fall,1,ADES,2550,503,FASHION: PATTERN I,"Vu,Nga",15,B,15,5
2017 Fall,1,ADES,2550,503,FASHION: PATTERN I,"Vu,Nga",15,C,12,4
2017 Fall,1,ADES,2550,503,FASHION: PATTERN I,"Vu,Nga",15,F,3,1
2017 Fall,1,ADES,2550,503,FASHION: PATTERN I,"Vu,Nga",15,W,3,1
2017 Fall,1,ADES,2630,501,DR FOR INT DESIGN,"Holland,Rachael Nichole",18,A,18,6
2017 Fall,1,ADES,2630,501,DR FOR INT DESIGN,"Holland,Rachael Nichole",18,B,24,8
2017 Fall,1,ADES,2630,501,DR FOR INT DESIGN,"Holland,Rachael Nichole",18,C,9,3
2017 Fall,1,ADES,2630,501,DR FOR INT DESIGN,"Holland,Rachael Nichole",18,D,3,1
2017 Fall,1,ADES,2630,502,DR FOR INT DESIGN,"Mohr,Cynthia M",16,A,21,7
2017 Fall,1,ADES,2630,502,DR FOR INT DESIGN,"Mohr,Cynthia M",16,B,24,8
2017 Fall,1,ADES,2630,502,DR FOR INT DESIGN,"Mohr,Cynthia M",16,C,3,1
2017 Fall,1,ADES,2630,503,DR FOR INT DESIGN,"Morgan,Bill",19,A,36,12
2017 Fall,1,ADES,2630,503,DR FOR INT DESIGN,"Morgan,Bill",19,B,9,3
2017 Fall,1,ADES,2630,503,DR FOR INT DESIGN,"Morgan,Bill",19,W,12,4
2017 Fall,1,ADES,3500,501,PUBLICATION DESIGN,"Wolske,David Michael",16,A,39,13
2017 Fall,1,ADES,3500,501,PUBLICATION DESIGN,"Wolske,David Michael",16,B,9,3
2017 Fall,1,ADES,3500,502,PUBLICATION DESIGN,"Dorff,Karen Norby",20,A,6,2
2017 Fall,1,ADES,3500,502,PUBLICATION DESIGN,"Dorff,Karen Norby",20,B,36,12
2017 Fall,1,ADES,3500,502,PUBLICATION DESIGN,"Dorff,Karen Norby",20,C,15,5
2017 Fall,1,ADES,3500,502,PUBLICATION DESIGN,"Dorff,Karen Norby",20,I,3,1
2017 Fall,1,ADES,3510,501,INTERACTION DESIGN I,"Gibson,Michael Robert",20,A,18,6
2017 Fall,1,ADES,3510,501,INTERACTION DESIGN I,"Gibson,Michael Robert",20,B,36,12
2017 Fall,1,ADES,3510,501,INTERACTION DESIGN I,"Gibson,Michael Robert",20,C,6,2
2017 Fall,1,ADES,3510,502,INTERACTION DESIGN I,"Carlson,Clinton Cuy",15,A,9,3
2017 Fall,1,ADES,3510,502,INTERACTION DESIGN I,"Carlson,Clinton Cuy",15,B,27,9
2017 Fall,1,ADES,3510,502,INTERACTION DESIGN I,"Carlson,Clinton Cuy",15,C,9,3
2017 Fall,1,ADES,3550,501,FASHION: DRAPING,"O'Rourke-Kaplan,Marian",17,A,15,5
2017 Fall,1,ADES,3550,501,FASHION: DRAPING,"O'Rourke-Kaplan,Marian",17,B,30,10
2017 Fall,1,ADES,3550,501,FASHION: DRAPING,"O'Rourke-Kaplan,Marian",17,C,6,2
2017 Fall,1,ADES,3550,502,FASHION: DRAPING,"Riewe,Krissi",15,A,12,4
2017 Fall,1,ADES,3550,502,FASHION: DRAPING,"Riewe,Krissi",15,B,24,8
2017 Fall,1,ADES,3550,502,FASHION: DRAPING,"Riewe,Krissi",15,C,9,3
2017 Fall,1,ADES,3560,501,TECH DESIGN IN FASHION,"Enoch,Elizabeth",25,A,27,9
2017 Fall,1,ADES,3560,501,TECH DESIGN IN FASHION,"Enoch,Elizabeth",25,B,33,11
2017 Fall,1,ADES,3560,501,TECH DESIGN IN FASHION,"Enoch,Elizabeth",25,C,12,4
2017 Fall,1,ADES,3560,501,TECH DESIGN IN FASHION,"Enoch,Elizabeth",25,F,3,1
2017 Fall,1,ADES,3565,501,FASH ACCESSORIES,"Walker,Myra J",17,A,30,10
2017 Fall,1,ADES,3565,501,FASH ACCESSORIES,"Walker,Myra J",17,B,15,5
2017 Fall,1,ADES,3565,501,FASH ACCESSORIES,"Walker,Myra J",17,W,6,2
2017 Fall,1,ADES,3570,501,FASH COMP PRESENTATION,"Chang,Li-Fen Anny",15,A,18,6
2017 Fall,1,ADES,3570,501,FASH COMP PRESENTATION,"Chang,Li-Fen Anny",15,B,24,8
2017 Fall,1,ADES,3570,501,FASH COMP PRESENTATION,"Chang,Li-Fen Anny",15,C,3,1
2017 Fall,1,ADES,3570,502,FASH COMP PRESENTATION,"Chang,Li-Fen Anny",17,A,42,14
2017 Fall,1,ADES,3570,502,FASH COMP PRESENTATION,"Chang,Li-Fen Anny",17,B,9,3
2017 Fall,1,ADES,3580,001,FASH HIST TO 1865,"Walker,Myra J",33,A,36,12
2017 Fall,1,ADES,3580,001,FASH HIST TO 1865,"Walker,Myra J",33,B,57,19
2017 Fall,1,ADES,3580,001,FASH HIST TO 1865,"Walker,Myra J",33,C,6,2
2017 Fall,1,ADES,3610,501,ID PRES TECH,"Islam,Akm Zahidul",18,A,33,11
2017 Fall,1,ADES,3610,501,ID PRES TECH,"Islam,Akm Zahidul",18,B,18,6
2017 Fall,1,ADES,3610,501,ID PRES TECH,"Islam,Akm Zahidul",18,D,3,1
2017 Fall,1,ADES,3610,502,ID PRES TECH,"Islam,Akm Zahidul",18,A,33,11
2017 Fall,1,ADES,3610,502,ID PRES TECH,"Islam,Akm Zahidul",18,B,18,6
2017 Fall,1,ADES,3610,502,ID PRES TECH,"Islam,Akm Zahidul",18,C,3,1
2017 Fall,1,ADES,3620,501,ID AUTOCAD,"Gorsuch,Craig",17,A,21,7
2017 Fall,1,ADES,3620,501,ID AUTOCAD,"Gorsuch,Craig",17,B,27,9
2017 Fall,1,ADES,3620,501,ID AUTOCAD,"Gorsuch,Craig",17,C,3,1
2017 Fall,1,ADES,3620,502,ID AUTOCAD,"Gorsuch,Craig",18,A,18,6
2017 Fall,1,ADES,3620,502,ID AUTOCAD,"Gorsuch,Craig",18,B,21,7
2017 Fall,1,ADES,3620,502,ID AUTOCAD,"Gorsuch,Craig",18,C,12,4
2017 Fall,1,ADES,3620,502,ID AUTOCAD,"Gorsuch,Craig",18,F,3,1
2017 Fall,1,ADES,3630,501,ID SPACE II,"Nacke,Bruce Kenneth",18,A,45,15
2017 Fall,1,ADES,3630,501,ID SPACE II,"Nacke,Bruce Kenneth",18,B,6,2
2017 Fall,1,ADES,3630,501,ID SPACE II,"Nacke,Bruce Kenneth",18,C,3,1
2017 Fall,1,ADES,3630,502,ID SPACE II,"Nacke,Bruce Kenneth",17,A,42,14
2017 Fall,1,ADES,3630,502,ID SPACE II,"Nacke,Bruce Kenneth",17,B,9,3
2017 Fall,1,ADES,4515,501,CAUSE-BASED DESIGN,"Owens,Keith M",20,A,21,7
2017 Fall,1,ADES,4515,501,CAUSE-BASED DESIGN,"Owens,Keith M",20,B,33,11
2017 Fall,1,ADES,4515,501,CAUSE-BASED DESIGN,"Owens,Keith M",20,C,6,2
2017 Fall,1,ADES,4515,502,CAUSE-BASED DESIGN,"Owens,Keith M",21,A,42,14
2017 Fall,1,ADES,4515,502,CAUSE-BASED DESIGN,"Owens,Keith M",21,B,12,4
2017 Fall,1,ADES,4515,502,CAUSE-BASED DESIGN,"Owens,Keith M",21,C,6,2
2017 Fall,1,ADES,4515,502,CAUSE-BASED DESIGN,"Owens,Keith M",21,I,3,1
2017 Fall,1,ADES,4520,501,GD ADVANCED CAMPAIGNS,"Landry,Jude Matthew",21,A,6,2
2017 Fall,1,ADES,4520,501,GD ADVANCED CAMPAIGNS,"Landry,Jude Matthew",21,B,24,8
2017 Fall,1,ADES,4520,501,GD ADVANCED CAMPAIGNS,"Landry,Jude Matthew",21,C,30,10
2017 Fall,1,ADES,4520,501,GD ADVANCED CAMPAIGNS,"Landry,Jude Matthew",21,F,3,1
2017 Fall,1,ADES,4520,502,GD ADVANCED CAMPAIGNS,"May,Douglas",21,A,21,7
2017 Fall,1,ADES,4520,502,GD ADVANCED CAMPAIGNS,"May,Douglas",21,B,30,10
2017 Fall,1,ADES,4520,502,GD ADVANCED CAMPAIGNS,"May,Douglas",21,C,9,3
2017 Fall,1,ADES,4520,502,GD ADVANCED CAMPAIGNS,"May,Douglas",21,I,3,1
2017 Fall,1,ADES,4550,501,FASH: TARGET MKT,"Stidham,Janie Kirk",17,A,30,10
2017 Fall,1,ADES,4550,501,FASH: TARGET MKT,"Stidham,Janie Kirk",17,B,21,7
2017 Fall,1,ADES,4550,502,FASH: TARGET MKT,"Stidham,Janie Kirk",18,A,48,16
2017 Fall,1,ADES,4550,502,FASH: TARGET MKT,"Stidham,Janie Kirk",18,B,3,1
2017 Fall,1,ADES,4550,502,FASH: TARGET MKT,"Stidham,Janie Kirk",18,C,3,1
2017 Fall,1,ADES,4560,001,FASH : DESIGN CONCEPTS,"O'Rourke-Kaplan,Marian",35,A,63,21
2017 Fall,1,ADES,4560,001,FASH : DESIGN CONCEPTS,"O'Rourke-Kaplan,Marian",35,B,33,11
2017 Fall,1,ADES,4560,001,FASH : DESIGN CONCEPTS,"O'Rourke-Kaplan,Marian",35,C,6,2
2017 Fall,1,ADES,4560,001,FASH : DESIGN CONCEPTS,"O'Rourke-Kaplan,Marian",35,D,3,1
2017 Fall,1,ADES,4615,001,INTD TOPICS,"Park,Jin Gyu",24,A,63,21
2017 Fall,1,ADES,4615,001,INTD TOPICS,"Park,Jin Gyu",24,B,9,3
2017 Fall,1,ADES,4630,001,ID SPACE IV,"Stark,Johnnie Kay",21,A,42,14
2017 Fall,1,ADES,4630,001,ID SPACE IV,"Stark,Johnnie Kay",21,B,21,7
2017 Fall,1,ADES,4630,501,ID SPACE IV,"Stark,Johnnie Kay",10,,30,10
2017 Fall,1,ADES,4630,502,ID SPACE IV,"Stark,Johnnie Kay",11,,33,11
2017 Fall,1,ADES,4700,739,INTERNSHIP,"Mohr,Cynthia M",38,A,108,36
2017 Fall,1,ADES,4700,739,INTERNSHIP,"Mohr,Cynthia M",38,C,3,1
2017 Fall,1,ADES,4700,739,INTERNSHIP,"Mohr,Cynthia M",38,F,3,1
2017 Fall,1,ADES,5410,501,FOUNDATIONS OF IXD,"Gibson,Michael Robert",4,A,9,3
2017 Fall,1,ADES,5410,501,FOUNDATIONS OF IXD,"Gibson,Michael Robert",4,B,3,1
2017 Fall,1,ADES,5420,501,HUMAN-CENTERED IXD 1,"Owens,Keith M",6,A,12,4
2017 Fall,1,ADES,5420,501,HUMAN-CENTERED IXD 1,"Owens,Keith M",6,B,6,2
2017 Fall,1,ADES,5520,601,DES RESEARCH METHODS,"Park,Jin Gyu",11,A,27,9
2017 Fall,1,ADES,5520,601,DES RESEARCH METHODS,"Park,Jin Gyu",11,B,6,2
2017 Fall,1,ADES,5630,601,INTD SPACE PLANNING IV,"Stark,Johnnie Kay",10,A,24,8
2017 Fall,1,ADES,5630,601,INTD SPACE PLANNING IV,"Stark,Johnnie Kay",10,B,6,2
2017 Fall,1,ADES,5630,661,INTD SPACE PLANNING IV,"Stark,Johnnie Kay",10,,30,10
2017 Fall,1,AEAH,1750,301,VISUAL ART INTEGRATION,"Parks,Rory",20,A,33,11
2017 Fall,1,AEAH,1750,301,VISUAL ART INTEGRATION,"Parks,Rory",20,B,24,8
2017 Fall,1,AEAH,1750,301,VISUAL ART INTEGRATION,"Parks,Rory",20,C,3,1
2017 Fall,1,AEAH,1750,302,VISUAL ART INTEGRATION,"Parks,Rory",20,A,33,11
2017 Fall,1,AEAH,1750,302,VISUAL ART INTEGRATION,"Parks,Rory",20,B,21,7
2017 Fall,1,AEAH,1750,302,VISUAL ART INTEGRATION,"Parks,Rory",20,C,3,1
2017 Fall,1,AEAH,1750,302,VISUAL ART INTEGRATION,"Parks,Rory",20,F,3,1
2017 Fall,1,AEAH,1750,306,VISUAL ART INTEGRATION,"Anthony,Candice",20,A,48,16
2017 Fall,1,AEAH,1750,306,VISUAL ART INTEGRATION,"Anthony,Candice",20,B,9,3
2017 Fall,1,AEAH,1750,306,VISUAL ART INTEGRATION,"Anthony,Candice",20,F,3,1
2017 Fall,1,AEAH,1750,307,VISUAL ART INTEGRATION,"Anthony,Candice",18,A,33,11
2017 Fall,1,AEAH,1750,307,VISUAL ART INTEGRATION,"Anthony,Candice",18,B,18,6
2017 Fall,1,AEAH,1750,307,VISUAL ART INTEGRATION,"Anthony,Candice",18,F,3,1
2017 Fall,1,AEAH,1750,310,VISUAL ART INTEGRATION,"Wurtzel,Kate",19,A,45,15
2017 Fall,1,AEAH,1750,310,VISUAL ART INTEGRATION,"Wurtzel,Kate",19,B,9,3
2017 Fall,1,AEAH,1750,310,VISUAL ART INTEGRATION,"Wurtzel,Kate",19,C,3,1
2017 Fall,1,AEAH,1750,311,VISUAL ART INTEGRATION,"Wurtzel,Kate",13,A,36,12
2017 Fall,1,AEAH,1750,311,VISUAL ART INTEGRATION,"Wurtzel,Kate",13,F,3,1
2017 Fall,1,AEAH,1750,312,VISUAL ART INTEGRATION,"Herman Jr.,David",18,A,39,13
2017 Fall,1,AEAH,1750,312,VISUAL ART INTEGRATION,"Herman Jr.,David",18,B,12,4
2017 Fall,1,AEAH,1750,312,VISUAL ART INTEGRATION,"Herman Jr.,David",18,C,3,1
2017 Fall,1,AEAH,3753,001,VART : FOUNDATIONS,"Kalin,Nadine",24,A,54,18
2017 Fall,1,AEAH,3753,001,VART : FOUNDATIONS,"Kalin,Nadine",24,B,15,5
2017 Fall,1,AEAH,3753,001,VART : FOUNDATIONS,"Kalin,Nadine",24,C,3,1
2017 Fall,1,AEAH,3770,002,VART : COMPUTER ART,"Jenkins,Kevin C",25,A,75,25
2017 Fall,1,AEAH,4614,020,ART AND BUSINESS,"Cross,Lauren",41,A,90,30
2017 Fall,1,AEAH,4614,020,ART AND BUSINESS,"Cross,Lauren",41,B,12,4
2017 Fall,1,AEAH,4614,020,ART AND BUSINESS,"Cross,Lauren",41,C,6,2
2017 Fall,1,AEAH,4614,020,ART AND BUSINESS,"Cross,Lauren",41,D,3,1
2017 Fall,1,AEAH,4614,020,ART AND BUSINESS,"Cross,Lauren",41,F,12,4
2017 Fall,1,AEAH,4614,021,ART AND BUSINESS,"Lupkin,Paula Rachel",42,A,24,8
2017 Fall,1,AEAH,4614,021,ART AND BUSINESS,"Lupkin,Paula Rachel",42,B,45,15
2017 Fall,1,AEAH,4614,021,ART AND BUSINESS,"Lupkin,Paula Rachel",42,C,24,8
2017 Fall,1,AEAH,4614,021,ART AND BUSINESS,"Lupkin,Paula Rachel",42,D,18,6
2017 Fall,1,AEAH,4614,021,ART AND BUSINESS,"Lupkin,Paula Rachel",42,F,15,5
2017 Fall,1,AEAH,4750,002,VART: CONSTRUCT PRAC,"Kraehe,Amelia Mccauley",17,A,45,15
2017 Fall,1,AEAH,4750,002,VART: CONSTRUCT PRAC,"Kraehe,Amelia Mccauley",17,B,6,2
2017 Fall,1,AEAH,4760,001,VART: GLOBAL AESTHETICS,"PŽrez Miles,Adetty R",19,A,51,17
2017 Fall,1,AEAH,4760,001,VART: GLOBAL AESTHETICS,"PŽrez Miles,Adetty R",19,B,3,1
2017 Fall,1,AEAH,4760,001,VART: GLOBAL AESTHETICS,"PŽrez Miles,Adetty R",19,NP,3,1
2017 Fall,1,AEAH,4780,001,VART: REFLECTIVE PRAC,"PŽrez Miles,Adetty R",26,A,66,22
2017 Fall,1,AEAH,4780,001,VART: REFLECTIVE PRAC,"PŽrez Miles,Adetty R",26,B,12,4
2017 Fall,1,AEAH,4790,001,VART : INQUIRY IN ART,"Kraehe,Amelia Mccauley",27,A,78,26
2017 Fall,1,AEAH,4790,001,VART : INQUIRY IN ART,"Kraehe,Amelia Mccauley",27,B,3,1
2017 Fall,1,AEAH,4795,001,VART : TOPICS,"Lewis,Tyson Edward",18,A,36,12
2017 Fall,1,AEAH,4795,001,VART : TOPICS,"Lewis,Tyson Edward",18,B,18,6
2017 Fall,1,AEAH,4800,001,ART HIST METHODS,"Way,Jennifer",12,A,18,6
2017 Fall,1,AEAH,4800,001,ART HIST METHODS,"Way,Jennifer",12,B,15,5
2017 Fall,1,AEAH,4800,001,ART HIST METHODS,"Way,Jennifer",12,W,3,1
2017 Fall,1,AEAH,4801,001,TOPICS ART HISTORY,"Rahmlow,Kurt Edward",37,A,15,5
2017 Fall,1,AEAH,4801,001,TOPICS ART HISTORY,"Rahmlow,Kurt Edward",37,B,24,8
2017 Fall,1,AEAH,4801,001,TOPICS ART HISTORY,"Rahmlow,Kurt Edward",37,C,36,12
2017 Fall,1,AEAH,4801,001,TOPICS ART HISTORY,"Rahmlow,Kurt Edward",37,D,15,5
2017 Fall,1,AEAH,4801,001,TOPICS ART HISTORY,"Rahmlow,Kurt Edward",37,F,9,3
2017 Fall,1,AEAH,4801,001,TOPICS ART HISTORY,"Rahmlow,Kurt Edward",37,W,12,4
2017 Fall,1,AEAH,4804,001,MEDIEVAL ART,"Abel,Mickey S",39,A,27,9
2017 Fall,1,AEAH,4804,001,MEDIEVAL ART,"Abel,Mickey S",39,B,48,16
2017 Fall,1,AEAH,4804,001,MEDIEVAL ART,"Abel,Mickey S",39,C,21,7
2017 Fall,1,AEAH,4804,001,MEDIEVAL ART,"Abel,Mickey S",39,F,12,4
2017 Fall,1,AEAH,4804,001,MEDIEVAL ART,"Abel,Mickey S",39,W,9,3
2017 Fall,1,AEAH,4812,001,ARTH MODERNISM,"Rahmlow,Kurt Edward",59,A,24,8
2017 Fall,1,AEAH,4812,001,ARTH MODERNISM,"Rahmlow,Kurt Edward",59,B,45,15
2017 Fall,1,AEAH,4812,001,ARTH MODERNISM,"Rahmlow,Kurt Edward",59,C,63,21
2017 Fall,1,AEAH,4812,001,ARTH MODERNISM,"Rahmlow,Kurt Edward",59,D,21,7
2017 Fall,1,AEAH,4812,001,ARTH MODERNISM,"Rahmlow,Kurt Edward",59,F,21,7
2017 Fall,1,AEAH,4812,001,ARTH MODERNISM,"Rahmlow,Kurt Edward",59,W,3,1
2017 Fall,1,AEAH,4813,001,ARTH POSTMODERNISM,"Shabout,Nada M",38,A,69,23
2017 Fall,1,AEAH,4813,001,ARTH POSTMODERNISM,"Shabout,Nada M",38,B,36,12
2017 Fall,1,AEAH,4813,001,ARTH POSTMODERNISM,"Shabout,Nada M",38,C,9,3
2017 Fall,1,AEAH,4813,003,ARTH POSTMODERNISM,"Salazar,Monica Rocio",23,A,48,16
2017 Fall,1,AEAH,4813,003,ARTH POSTMODERNISM,"Salazar,Monica Rocio",23,B,15,5
2017 Fall,1,AEAH,4813,003,ARTH POSTMODERNISM,"Salazar,Monica Rocio",23,D,3,1
2017 Fall,1,AEAH,4813,003,ARTH POSTMODERNISM,"Salazar,Monica Rocio",23,F,3,1
2017 Fall,1,AEAH,4814,002,THEORIES IN CONTEMP ART,"Salazar,Monica Rocio",21,A,42,14
2017 Fall,1,AEAH,4814,002,THEORIES IN CONTEMP ART,"Salazar,Monica Rocio",21,B,21,7
2017 Fall,1,AEAH,4818,002,TOPICS LATIN AMER ART,"Steinhilper,Diantha",38,A,51,17
2017 Fall,1,AEAH,4818,002,TOPICS LATIN AMER ART,"Steinhilper,Diantha",38,B,51,17
2017 Fall,1,AEAH,4818,002,TOPICS LATIN AMER ART,"Steinhilper,Diantha",38,C,6,2
2017 Fall,1,AEAH,4818,002,TOPICS LATIN AMER ART,"Steinhilper,Diantha",38,D,3,1
2017 Fall,1,AEAH,4818,002,TOPICS LATIN AMER ART,"Steinhilper,Diantha",38,F,3,1
2017 Fall,1,AEAH,4824,001,TOPICS IN ASIAN ART,"Owen,Lisa Nadine",37,A,42,14
2017 Fall,1,AEAH,4824,001,TOPICS IN ASIAN ART,"Owen,Lisa Nadine",37,B,42,14
2017 Fall,1,AEAH,4824,001,TOPICS IN ASIAN ART,"Owen,Lisa Nadine",37,C,12,4
2017 Fall,1,AEAH,4824,001,TOPICS IN ASIAN ART,"Owen,Lisa Nadine",37,D,6,2
2017 Fall,1,AEAH,4824,001,TOPICS IN ASIAN ART,"Owen,Lisa Nadine",37,F,6,2
2017 Fall,1,AEAH,4824,001,TOPICS IN ASIAN ART,"Owen,Lisa Nadine",37,I,3,1
2017 Fall,1,AEAH,4824,002,TOPICS IN ASIAN ART,"Owen,Lisa Nadine",33,A,39,13
2017 Fall,1,AEAH,4824,002,TOPICS IN ASIAN ART,"Owen,Lisa Nadine",33,B,39,13
2017 Fall,1,AEAH,4824,002,TOPICS IN ASIAN ART,"Owen,Lisa Nadine",33,C,18,6
2017 Fall,1,AEAH,4824,002,TOPICS IN ASIAN ART,"Owen,Lisa Nadine",33,F,3,1
2017 Fall,1,AEAH,4825,001,ISLAMIC / MID EAST ART,"Shabout,Nada M",38,A,60,20
2017 Fall,1,AEAH,4825,001,ISLAMIC / MID EAST ART,"Shabout,Nada M",38,B,51,17
2017 Fall,1,AEAH,4825,001,ISLAMIC / MID EAST ART,"Shabout,Nada M",38,C,3,1
2017 Fall,1,AEAH,4843,002,HISTORY OF PHOTOGRAPHY,"Salazar,Monica Rocio",38,A,78,26
2017 Fall,1,AEAH,4843,002,HISTORY OF PHOTOGRAPHY,"Salazar,Monica Rocio",38,B,30,10
2017 Fall,1,AEAH,4843,002,HISTORY OF PHOTOGRAPHY,"Salazar,Monica Rocio",38,C,6,2
2017 Fall,1,AEAH,4848,001,ART HISTORY SEMINAR,"Baxter,Denise Amy",18,A,24,8
2017 Fall,1,AEAH,4848,001,ART HISTORY SEMINAR,"Baxter,Denise Amy",18,B,9,3
2017 Fall,1,AEAH,4848,001,ART HISTORY SEMINAR,"Baxter,Denise Amy",18,C,9,3
2017 Fall,1,AEAH,4848,001,ART HISTORY SEMINAR,"Baxter,Denise Amy",18,F,3,1
2017 Fall,1,AEAH,4848,001,ART HISTORY SEMINAR,"Baxter,Denise Amy",18,W,9,3
2017 Fall,1,AEAH,4899,001,INTERDIS A&D CAPSTONE,"Donahue-Wallace,Kelly T",27,A,75,25
2017 Fall,1,AEAH,4899,001,INTERDIS A&D CAPSTONE,"Donahue-Wallace,Kelly T",27,C,6,2
2017 Fall,1,AEAH,4940,002,ART MUSEUMS,"Evans,Laura Elizabeth",11,A,24,8
2017 Fall,1,AEAH,4940,002,ART MUSEUMS,"Evans,Laura Elizabeth",11,B,9,3
2017 Fall,1,AEAH,5763,001,POLITICS OF AESTHETICS,"Lewis,Tyson Edward",14,A,21,7
2017 Fall,1,AEAH,5763,001,POLITICS OF AESTHETICS,"Lewis,Tyson Edward",14,B,18,6
2017 Fall,1,AEAH,5763,001,POLITICS OF AESTHETICS,"Lewis,Tyson Edward",14,I,3,1
2017 Fall,1,AEAH,5772,002,CRITICAL ART ED,"Kraehe,Amelia Mccauley",11,A,30,10
